user,artist,plays
2040b3d3cb47caace19e728090a88d6b1087aa8e,killswitch engage,56
2040b3d3cb47caace19e728090a88d6b1087aa8e,kyuss,56
2040b3d3cb47caace19e728090a88d6b1087aa8e,the clash,54
2040b3d3cb47caace19e728090a88d6b1087aa8e,rihanna,53
2040b3d3cb47caace19e728090a88d6b1087aa8e,ramones,49
2040b3d3cb47caace19e728090a88d6b1087aa8e,suicidal tendencies,48
2040b3d3cb47caace19e728090a88d6b1087aa8e,the sounds,45
2040b3d3cb47caace19e728090a88d6b1087aa8e,new order,40
2040b3d3cb47caace19e728090a88d6b1087aa8e,pendulum,33
2040b3d3cb47caace19e728090a88d6b1087aa8e,guns n roses,25
2040b3d3cb47caace19e728090a88d6b1087aa8e,napalm death,20
2040b3d3cb47caace19e728090a88d6b1087aa8e,electric six,19
2040b3d3cb47caace19e728090a88d6b1087aa8e,sepultura,18
2040b3d3cb47caace19e728090a88d6b1087aa8e,afi,16
2040b3d3cb47caace19e728090a88d6b1087aa8e,monty python,13
2040b3d3cb47caace19e728090a88d6b1087aa8e,cyndi lauper,12
2040b3d3cb47caace19e728090a88d6b1087aa8e,madonna,12
2040b3d3cb47caace19e728090a88d6b1087aa8e,stevie wonder,12
2040b3d3cb47caace19e728090a88d6b1087aa8e,atb,11
2040b3d3cb47caace19e728090a88d6b1087aa8e,gipsy kings,11
2040b3d3cb47caace19e728090a88d6b1087aa8e,daft punk,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,flo rida,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,godsmack,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,motörhead,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,prodigy,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,simon & garfunkel,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,soilwork,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,weezer,10
2040b3d3cb47caace19e728090a88d6b1087aa8e,bob dylan,9
2040b3d3cb47caace19e728090a88d6b1087aa8e,cmx,9
2040b3d3cb47caace19e728090a88d6b1087aa8e,depeche mode,9
2040b3d3cb47caace19e728090a88d6b1087aa8e,dj shadow,7
2040b3d3cb47caace19e728090a88d6b1087aa8e,neil young,7
2040b3d3cb47caace19e728090a88d6b1087aa8e,lordi,6
2040b3d3cb47caace19e728090a88d6b1087aa8e,scooter,6
2040b3d3cb47caace19e728090a88d6b1087aa8e,basshunter,3
2040b3d3cb47caace19e728090a88d6b1087aa8e,pet shop boys,3
2040b3d3cb47caace19e728090a88d6b1087aa8e,boney m.,2
2040b3d3cb47caace19e728090a88d6b1087aa8e,buzzcocks,2
2040b3d3cb47caace19e728090a88d6b1087aa8e,good charlotte,2
2040b3d3cb47caace19e728090a88d6b1087aa8e,vitalic,2
2040b3d3cb47caace19e728090a88d6b1087aa8e,a tribe called quest,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,black flag,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,moby,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,papa roach,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,primal scream,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,röyksopp,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,the prodigy,1
2040b3d3cb47caace19e728090a88d6b1087aa8e,the roots,1
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,wolfgang amadeus mozart,61
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,johann sebastian bach,34
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,bonobo,32
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,franz schubert,32
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,joni mitchell,29
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,ennio morricone,28
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,antonio vivaldi,26
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,erykah badu,26
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,miles davis,26
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,nightmares on wax,25
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,howard shore,24
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,björk,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,chick corea,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,elis regina,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,glenn gould,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,jurassic 5,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,thelonious monk,22
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,bebel gilberto,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,billie holiday,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,clannad,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,cocorosie,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,pj harvey,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,portishead,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,shpongle,21
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,kate bush,20
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,nick drake,20
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,afterlife,19
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,antônio carlos jobim,19
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,amon tobin,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,cesária Évora,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,georg friedrich händel,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,groove armada,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,john coltrane,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,kings of convenience,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,thievery corporation,18
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,common,17
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,lemongrass,17
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,michael nyman,17
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,vangelis,17
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,jean-michel jarre,16
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,st. germain,16
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,a.r. rahman,15
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,david bowie,15
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,bent,14
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,quantic,14
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,boozoo bajou,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,claude debussy,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,damian marley,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,enigma,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,moby,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,the future sound of london,13
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,ludwig van beethoven,12
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,röyksopp,12
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,james newton howard,11
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,sébastien tellier,11
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,camel,10
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,gotan project,9
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,jazzanova,9
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,nicola conte,9
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,carbon based lifeforms,7
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,air,4
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,james horner,4
13c0df8a58cd3ca9e37d8e90662d2ad3c062eaa5,kitaro,4
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,vangelis,360
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,scorpions,231
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,mike oldfield,179
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,yann tiersen,177
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,the alan parsons project,176
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,depeche mode,142
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,dead can dance,134
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,motörhead,131
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,saxon,129
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,j.j. cale,128
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,tangerine dream,126
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,kent,52
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,serge gainsbourg,50
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,calexico,43
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,noir désir,41
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,the doors,41
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,camille,38
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,the cure,38
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,nouvelle vague,36
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,the beatles,36
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,madness,35
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,cat stevens,33
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,pink floyd,31
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,belle and sebastian,28
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,jacques brel,28
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,keren ann,28
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,johann sebastian bach,20
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,bruce springsteen,18
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,jean-michel jarre,17
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,loreena mckennitt,16
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,pixies,15
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,deep purple,14
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,queen,12
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,emilie simon,6
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,mano negra,6
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,ac/dc,5
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,iron maiden,5
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,red hot chili peppers,5
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,beirut,4
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,django reinhardt,4
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,jamiroquai,4
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,jethro tull,4
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,ani difranco,3
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,clannad,3
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,damien rice,3
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,frank zappa,3
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,the divine comedy,3
52bf0682648b44e6cc27ebe512dd4fa3455a11c2,vive la fête,3
7679da839e1a6c2d299c7fd6834fb9bf6e229224,anthrax,286
7679da839e1a6c2d299c7fd6834fb9bf6e229224,kreator,245
7679da839e1a6c2d299c7fd6834fb9bf6e229224,def leppard,183
7679da839e1a6c2d299c7fd6834fb9bf6e229224,black sabbath,173
7679da839e1a6c2d299c7fd6834fb9bf6e229224,aerosmith,160
7679da839e1a6c2d299c7fd6834fb9bf6e229224,black label society,155
7679da839e1a6c2d299c7fd6834fb9bf6e229224,annihilator,145
7679da839e1a6c2d299c7fd6834fb9bf6e229224,guns n' roses,142
7679da839e1a6c2d299c7fd6834fb9bf6e229224,agnostic front,117
7679da839e1a6c2d299c7fd6834fb9bf6e229224,chimaira,104
7679da839e1a6c2d299c7fd6834fb9bf6e229224,collective soul,101
7679da839e1a6c2d299c7fd6834fb9bf6e229224,lynyrd skynyrd,93
7679da839e1a6c2d299c7fd6834fb9bf6e229224,megadeth,91
7679da839e1a6c2d299c7fd6834fb9bf6e229224,clutch,88
7679da839e1a6c2d299c7fd6834fb9bf6e229224,hatebreed,86
7679da839e1a6c2d299c7fd6834fb9bf6e229224,children of bodom,82
7679da839e1a6c2d299c7fd6834fb9bf6e229224,iced earth,82
7679da839e1a6c2d299c7fd6834fb9bf6e229224,foo fighters,81
7679da839e1a6c2d299c7fd6834fb9bf6e229224,alice in chains,78
7679da839e1a6c2d299c7fd6834fb9bf6e229224,killswitch engage,75
7679da839e1a6c2d299c7fd6834fb9bf6e229224,kid rock,72
7679da839e1a6c2d299c7fd6834fb9bf6e229224,disturbed,71
7679da839e1a6c2d299c7fd6834fb9bf6e229224,marilyn manson,71
7679da839e1a6c2d299c7fd6834fb9bf6e229224,slayer,67
7679da839e1a6c2d299c7fd6834fb9bf6e229224,dark tranquillity,63
7679da839e1a6c2d299c7fd6834fb9bf6e229224,dope,62
7679da839e1a6c2d299c7fd6834fb9bf6e229224,metallica,62
7679da839e1a6c2d299c7fd6834fb9bf6e229224,soulfly,60
7679da839e1a6c2d299c7fd6834fb9bf6e229224,joe satriani,57
7679da839e1a6c2d299c7fd6834fb9bf6e229224,linkin park,54
7679da839e1a6c2d299c7fd6834fb9bf6e229224,cold,52
7679da839e1a6c2d299c7fd6834fb9bf6e229224,ozzy osbourne,48
7679da839e1a6c2d299c7fd6834fb9bf6e229224,motörhead,45
7679da839e1a6c2d299c7fd6834fb9bf6e229224,limp bizkit,44
7679da839e1a6c2d299c7fd6834fb9bf6e229224,machine head,44
7679da839e1a6c2d299c7fd6834fb9bf6e229224,static-x,44
7679da839e1a6c2d299c7fd6834fb9bf6e229224,in flames,43
7679da839e1a6c2d299c7fd6834fb9bf6e229224,nine inch nails,43
7679da839e1a6c2d299c7fd6834fb9bf6e229224,pantera,41
7679da839e1a6c2d299c7fd6834fb9bf6e229224,atreyu,40
7679da839e1a6c2d299c7fd6834fb9bf6e229224,breaking benjamin,40
7679da839e1a6c2d299c7fd6834fb9bf6e229224,audioslave,38
7679da839e1a6c2d299c7fd6834fb9bf6e229224,avenged sevenfold,38
7679da839e1a6c2d299c7fd6834fb9bf6e229224,exodus,38
7679da839e1a6c2d299c7fd6834fb9bf6e229224,soilwork,38
7679da839e1a6c2d299c7fd6834fb9bf6e229224,all that remains,37
7679da839e1a6c2d299c7fd6834fb9bf6e229224,skillet,36
7679da839e1a6c2d299c7fd6834fb9bf6e229224,soundgarden,36
7679da839e1a6c2d299c7fd6834fb9bf6e229224,rob zombie,35
7679da839e1a6c2d299c7fd6834fb9bf6e229224,mötley crüe,34
7679da839e1a6c2d299c7fd6834fb9bf6e229224,slipknot,34
7679da839e1a6c2d299c7fd6834fb9bf6e229224,staind,33
7679da839e1a6c2d299c7fd6834fb9bf6e229224,bullet for my valentine,32
7679da839e1a6c2d299c7fd6834fb9bf6e229224,system of a down,31
7679da839e1a6c2d299c7fd6834fb9bf6e229224,fear factory,30
7679da839e1a6c2d299c7fd6834fb9bf6e229224,lamb of god,30
7679da839e1a6c2d299c7fd6834fb9bf6e229224,arch enemy,25
7679da839e1a6c2d299c7fd6834fb9bf6e229224,chevelle,23
7679da839e1a6c2d299c7fd6834fb9bf6e229224,skinny puppy,20
7679da839e1a6c2d299c7fd6834fb9bf6e229224,red hot chili peppers,18
7679da839e1a6c2d299c7fd6834fb9bf6e229224,monster magnet,16
7679da839e1a6c2d299c7fd6834fb9bf6e229224,caliban,15
7679da839e1a6c2d299c7fd6834fb9bf6e229224,alter bridge,13
7679da839e1a6c2d299c7fd6834fb9bf6e229224,rage against the machine,13
7679da839e1a6c2d299c7fd6834fb9bf6e229224,stevie ray vaughan,13
7679da839e1a6c2d299c7fd6834fb9bf6e229224,boysetsfire,12
7679da839e1a6c2d299c7fd6834fb9bf6e229224,sepultura,12
7679da839e1a6c2d299c7fd6834fb9bf6e229224,testament,12
7679da839e1a6c2d299c7fd6834fb9bf6e229224,amon amarth,10
7679da839e1a6c2d299c7fd6834fb9bf6e229224,powerman 5000,10
7679da839e1a6c2d299c7fd6834fb9bf6e229224,puddle of mudd,10
7679da839e1a6c2d299c7fd6834fb9bf6e229224,skid row,10
7679da839e1a6c2d299c7fd6834fb9bf6e229224,36 crazyfists,9
7679da839e1a6c2d299c7fd6834fb9bf6e229224,godsmack,9
7679da839e1a6c2d299c7fd6834fb9bf6e229224,seether,8
8d8643cded0ac18e66a3c5a2b74de21fbca0e6b7,blackalicious,2
8d8643cded0ac18e66a3c5a2b74de21fbca0e6b7,culcha candela,2
8d8643cded0ac18e66a3c5a2b74de21fbca0e6b7,funki porcini,2
8d8643cded0ac18e66a3c5a2b74de21fbca0e6b7,jorge ben,2
8d8643cded0ac18e66a3c5a2b74de21fbca0e6b7,the herbaliser,2
ce52b233f731dda7325aae6242440bd2a7095fca,cult of luna,8236
ce52b233f731dda7325aae6242440bd2a7095fca,mastodon,3164
ce52b233f731dda7325aae6242440bd2a7095fca,gojira,2515
ce52b233f731dda7325aae6242440bd2a7095fca,moonspell,2050
ce52b233f731dda7325aae6242440bd2a7095fca,draconian,1947
ce52b233f731dda7325aae6242440bd2a7095fca,amon amarth,1777
ce52b233f731dda7325aae6242440bd2a7095fca,paradise lost,1617
ce52b233f731dda7325aae6242440bd2a7095fca,sepultura,1493
ce52b233f731dda7325aae6242440bd2a7095fca,korpiklaani,1477
ce52b233f731dda7325aae6242440bd2a7095fca,moonsorrow,1342
ce52b233f731dda7325aae6242440bd2a7095fca,isis,1298
ce52b233f731dda7325aae6242440bd2a7095fca,equilibrium,1291
ce52b233f731dda7325aae6242440bd2a7095fca,meshuggah,1019
ce52b233f731dda7325aae6242440bd2a7095fca,pantera,752
ce52b233f731dda7325aae6242440bd2a7095fca,roxette,714
ce52b233f731dda7325aae6242440bd2a7095fca,lamb of god,713
ce52b233f731dda7325aae6242440bd2a7095fca,down,671
ce52b233f731dda7325aae6242440bd2a7095fca,iron maiden,614
ce52b233f731dda7325aae6242440bd2a7095fca,ac/dc,135
ce52b233f731dda7325aae6242440bd2a7095fca,devildriver,134
ce52b233f731dda7325aae6242440bd2a7095fca,alestorm,129
ce52b233f731dda7325aae6242440bd2a7095fca,amorphis,124
ce52b233f731dda7325aae6242440bd2a7095fca,type o negative,115
ce52b233f731dda7325aae6242440bd2a7095fca,vader,104
ce52b233f731dda7325aae6242440bd2a7095fca,the gathering,96
ce52b233f731dda7325aae6242440bd2a7095fca,nile,95
ce52b233f731dda7325aae6242440bd2a7095fca,manowar,82
ce52b233f731dda7325aae6242440bd2a7095fca,ensiferum,69
ce52b233f731dda7325aae6242440bd2a7095fca,epica,68
ce52b233f731dda7325aae6242440bd2a7095fca,anathema,66
ce52b233f731dda7325aae6242440bd2a7095fca,w.a.s.p.,64
ce52b233f731dda7325aae6242440bd2a7095fca,pain,63
ce52b233f731dda7325aae6242440bd2a7095fca,creedence clearwater revival,62
ce52b233f731dda7325aae6242440bd2a7095fca,dropkick murphys,60
ce52b233f731dda7325aae6242440bd2a7095fca,fantômas,49
ce52b233f731dda7325aae6242440bd2a7095fca,fear factory,49
ce52b233f731dda7325aae6242440bd2a7095fca,metallica,48
ce52b233f731dda7325aae6242440bd2a7095fca,kataklysm,43
ce52b233f731dda7325aae6242440bd2a7095fca,the beatles,38
ce52b233f731dda7325aae6242440bd2a7095fca,flёur,35
ce52b233f731dda7325aae6242440bd2a7095fca,black sabbath,34
ce52b233f731dda7325aae6242440bd2a7095fca,candlemass,32
ce52b233f731dda7325aae6242440bd2a7095fca,chuck berry,32
ce52b233f731dda7325aae6242440bd2a7095fca,robbie williams,26
ce52b233f731dda7325aae6242440bd2a7095fca,tristania,24
ce52b233f731dda7325aae6242440bd2a7095fca,garbage,22
ce52b233f731dda7325aae6242440bd2a7095fca,mokoma,4
ce52b233f731dda7325aae6242440bd2a7095fca,eluveitie,2
ce52b233f731dda7325aae6242440bd2a7095fca,behemoth,1
ce52b233f731dda7325aae6242440bd2a7095fca,machine head,1
ce52b233f731dda7325aae6242440bd2a7095fca,napalm death,1
ce52b233f731dda7325aae6242440bd2a7095fca,norther,1
0a7c493718902fe4590cad2f76db9abb6dce6fae,death in june,1256
0a7c493718902fe4590cad2f76db9abb6dce6fae,motörhead,549
0a7c493718902fe4590cad2f76db9abb6dce6fae,bathory,432
0a7c493718902fe4590cad2f76db9abb6dce6fae,joy division,390
0a7c493718902fe4590cad2f76db9abb6dce6fae,bauhaus,379
0a7c493718902fe4590cad2f76db9abb6dce6fae,napalm death,335
0a7c493718902fe4590cad2f76db9abb6dce6fae,slayer,321
0a7c493718902fe4590cad2f76db9abb6dce6fae,kreator,306
0a7c493718902fe4590cad2f76db9abb6dce6fae,the clash,304
0a7c493718902fe4590cad2f76db9abb6dce6fae,swans,289
0a7c493718902fe4590cad2f76db9abb6dce6fae,judas priest,287
0a7c493718902fe4590cad2f76db9abb6dce6fae,darkthrone,282
0a7c493718902fe4590cad2f76db9abb6dce6fae,the exploited,282
0a7c493718902fe4590cad2f76db9abb6dce6fae,killing joke,269
0a7c493718902fe4590cad2f76db9abb6dce6fae,current 93,262
0a7c493718902fe4590cad2f76db9abb6dce6fae,sodom,262
0a7c493718902fe4590cad2f76db9abb6dce6fae,venom,236
0a7c493718902fe4590cad2f76db9abb6dce6fae,brian eno,220
0a7c493718902fe4590cad2f76db9abb6dce6fae,celtic frost,208
0a7c493718902fe4590cad2f76db9abb6dce6fae,king crimson,205
0a7c493718902fe4590cad2f76db9abb6dce6fae,coil,187
0a7c493718902fe4590cad2f76db9abb6dce6fae,misfits,186
0a7c493718902fe4590cad2f76db9abb6dce6fae,devo,178
0a7c493718902fe4590cad2f76db9abb6dce6fae,carcass,160
0a7c493718902fe4590cad2f76db9abb6dce6fae,the stranglers,160
0a7c493718902fe4590cad2f76db9abb6dce6fae,david bowie,151
0a7c493718902fe4590cad2f76db9abb6dce6fae,the cramps,151
0a7c493718902fe4590cad2f76db9abb6dce6fae,gary numan,144
0a7c493718902fe4590cad2f76db9abb6dce6fae,ministry,137
0a7c493718902fe4590cad2f76db9abb6dce6fae,anthrax,105
0a7c493718902fe4590cad2f76db9abb6dce6fae,wire,88
0a7c493718902fe4590cad2f76db9abb6dce6fae,dead kennedys,83
0a7c493718902fe4590cad2f76db9abb6dce6fae,the sisters of mercy,82
0a7c493718902fe4590cad2f76db9abb6dce6fae,melvins,73
0a7c493718902fe4590cad2f76db9abb6dce6fae,death,66
0a7c493718902fe4590cad2f76db9abb6dce6fae,mayhem,59
0a7c493718902fe4590cad2f76db9abb6dce6fae,testament,40
0a7c493718902fe4590cad2f76db9abb6dce6fae,burzum,24
0a7c493718902fe4590cad2f76db9abb6dce6fae,iggy pop,23
0a7c493718902fe4590cad2f76db9abb6dce6fae,metallica,23
0a7c493718902fe4590cad2f76db9abb6dce6fae,suicidal tendencies,18
0a7c493718902fe4590cad2f76db9abb6dce6fae,black flag,16
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,skunk anansie,513
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,depeche mode,346
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,deicide,218
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,death,212
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,slayer,169
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,in flames,154
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,fabrizio de andré,151
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,metallica,140
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,the beatles,118
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,ulver,111
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,duran duran,104
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,nasum,101
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,uriah heep,87
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,napalm death,80
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,dark tranquillity,77
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,marduk,77
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,the cure,75
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,sodom,73
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,bathory,69
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,stevie wonder,69
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,jason mraz,68
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,pantera,67
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,darkthrone,65
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,nile,65
209b31e32790bdaa80e76ce9bb97e13e3980e1a5,motörhead,59
